cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
5zwocv7d,,Medline,Utility of Esophagram versus High-Resolution Manometry in the Detection of Esophageal Dysmotility.,10.1177/0194599816629379,,26908560,unk,"OBJECTIVE This study compared barium esophagram with high-resolution esophageal manometry (HRM) results to determine whether esophagram is an adequate screening examination for esophageal motility disorders, a common cause of dysphagia. STUDY DESIGN Case series with chart review. SETTING Tertiary academic medical center. SUBJECTS AND METHODS A retrospective review was completed of 281 patients who underwent both HRM and esophagram from March 2012 to June 2014. Inclusion criteria included a specific assessment of the presence or absence of dysmotility on both examinations. RESULTS Eighty-four males and 197 females were included in the study. Average age was 57 years (range, 16-84). Average time between studies was 19 days (range, 0-90). Motility was judged to be normal in 40.2% (113 of 281) of esophagrams and 46.6% (131 of 281) of HRM studies. However, disagreement between the study findings was significant (P = .04). The sensitivity of esophagram for detecting esophageal dysmotility was 0.69, and specificity was 0.50. The positive and negative predictive values of esophagram for dysmotility were 0.61 and 0.58, respectively. CONCLUSIONS Esophagram is useful in the assessment of anatomic abnormalities but is a poor screening examination for the detection of esophageal dysmotility. Patients with suspected esophageal dysphagia should be referred for HRM to evaluate motility disorders and identify potential treatment targets, regardless of esophagram results.",2016,"O'Rourke, Ashli K; Lazar, Andreea; Murphy, Benjamin; Castell, Donald O; Martin-Harris, Bonnie",Otolaryngology--head and neck surgery : official journal of American Academy of Otolaryngology-Head and Neck Surgery,,,,,,https://doi.org/10.1177/0194599816629379; https://www.ncbi.nlm.nih.gov/pubmed/26908560/,206470517.0
7q7dz1nm,,WHO,Hovering Threat of Coronavirus (covid-19) around Pakistan,,,,unk,,2020,"Kaleem, I.; Bashir, S.",Khyber Medical University Journal-Kmuj,,#979270,,,,,225160717.0
unssixx2,6cf35329edb8d663a047ca4af4ffa28d84b351ee,Medline; PMC,Cotranslocational insertion of apolipoprotein B into the inner leaflet of the endoplasmic reticulum,10.1038/353448a0,PMC7095394,1896087.0,no-cc,"APOLIPOPROTEIN(apo) B100 is required for the distribution of hepatic triglyceride to peripheral tissues as very-low-density lipoproteins. The translocation of apo B100 into the endoplasmic reticulum (ER) and its subsequent assembly into lipoprotein particles is of particular interest as the protein is both very large (relative molecular mass 512,000) and insoluble in water. It has been proposed that apo B translocation occurs in discrete stages and is completed post-translationally(1). Several sites of arrest of translocation were reported to be present in apo B15 (the N-terminal 15% of the protein). We have re-examined this question by in vitro translation coupled with translocation into microsomes, and find no evidence for transmembrane segments in truncated apo B proteins. Translocated apo B17 is strongly associated with the membrane-of the ER, being only partially releasable with alkaline carbonate, and remaining bound to the microsomes following disruption with saponin. The efficient binding of short segments of apo B, despite the absence of transmembrane domains, suggests that apo B is cotranslationally inserted into the inner leaflet of the ER. This will obviate problems caused by the size and insolubility of apo B100, because the growing hydrophobic protein chains will never exist in a lipid-free form during translocation. From the inner leaflet, apo B in association with membrane-derived lipid can bud into the lumen of the ER to form nascent lipoprotein particles.",1991,"Pease, Richard J.; Harrison, Georgina B.; Scott, James",Nature,,,,document_parses/pdf_json/6cf35329edb8d663a047ca4af4ffa28d84b351ee.json,,https://www.ncbi.nlm.nih.gov/pubmed/1896087/,4358423.0
jjw8ail8,,Medline,[Why health?],10.1701/3620.36023,,34128932,unk,"The Centers for Disease Control and Prevention announced fully vaccinated people need no longer wear a mask or physically distance to prevent the spread of covid-19 (with the exception of places where such measures remain required by law). The unexpected announcement does present an opportunity to interrogate why we have done what we have done during the pandemic, and what we want, or perhaps should want, to guide our decision-making during these times. The key question is ""what is health for?"". Also, covid-19 confronted us with a question which engages directly with this issue of tradeoffs and balance: what are we willing to give up in order to get to health? How we respond depends on how we define health. Health could be better defined as an activity capable of balancing risk mitigation with the reasonable risk inherent in the pursuit of a full life, with health seen as a means to live a fulfilling life. If we truly believe that health matters, our pursuit of it should reflect the understanding that we do not live to be healthy: we aspire to be healthy so we can live.",2021-06-01,"Galea, Sandro",Recenti progressi in medicina,,,,,,https://doi.org/10.1701/3620.36023; https://www.ncbi.nlm.nih.gov/pubmed/34128932/,235439729.0
2jatvs71,,WHO,Coronavirus Disease 2019 (COVID-19) Outbreak: Single-Center Experience in Neurosurgical and Neuroradiologic Emergency Network Tailoring,,,,unk,,2020,"Agosti, Edoardo; Giorgianni, Andrea; Pradella, Rita; Locatelli, Davide",World Neurosurg,,#197305,,,,,216554006.0
g9mi0ki0,,WHO,Will – and should – children and young people receive the COVID-19 vaccine?,10.7748/ncyp.33.4.5.s1,,,unk,"UK regulators have approved the Pfizer-BioNTech COVID-19 vaccine for 12-15 year olds, but this does not mean that schoolchildren will or should be offered the vaccine. This is a complicated decision. At time of publication, no decision to vaccinate children had been made by the Joint Committee on Vaccination and Immunisation, but there are those, including some teachers’ leaders, who have called for all children over 12 to be vaccinated as soon as possible.",2021,"Walker, Christine",Nursing Children and Young People,,#covidwho-1835688,,,,https://doi.org/10.7748/ncyp.33.4.5.s1,248463052.0
kim3a4ll,,WHO,Features of the course of new coronaviral infection (COVID-19) in patients with acute kidney injury and end stage renal failure,10.36485/1561-6274-2021-25-6-71-75,,,unk,"BACKGROUND. In the modern era, COVID-19 is the biggest problem facing doctors and scientists around the world. SARSCоV-2 is a multisystem infection that is not limited to lung damage and has the immuno-mediated effect of negative effects on organs and systems, including the kidneys. To date, there is no precise understanding of the pathogenesis of nephrological disorders in patients with COVID-19. Patients with chronic kidney disease (CKD) are a group of particularly high risk of COVID-19 infection and high mortality in the development of the disease. THE AIM: to evaluate the features of the course of a new coronavirus infection (COVID 19) in patients with acute kidney injury and terminal renal insufficiency. PATIENTS AND METHODS. The study of clinical, laboratory and instrumental parameters was carried out in 119 patients (67 men and 52 women) diagnosed with COVID-19. The average age of the patients was 63.1±1.7 years. All patients were divided into two groups: group 1 – patients with CKD and HD, group 2 – patients with newly diagnosed kidney damage against the background of coronavirus infection (COVID-19). Statistical data analysis was carried out using the software package ""IBM SPSS Statistics 21.0"" (USA) (Russified version). RESULTS. As a result of the study, it was found that in the clinical picture of COVID-19 patients suffering from CKD and undergoing hemodialysis, such a symptom as myalgia was noted 2 times more often, the percentage of saturation of arterial blood hemoglobin with oxygen (SaO2,%) was significantly lower compared to patients with newly diagnosed kidney damage on the background of infection. The duration of the temperature reaction during the disease was 5 times longer than in patients without CKD. Although the incidence of lung damage in patients of both groups was identical, mortality was significantly higher in the group of patients with CKD. CONCLUSION. In the patients examined by us, proteinuria, an increase in the level of nitrogenous metabolites, as well as D-dimers in both groups, are associated with increased mortality. Mortality in patients with CKD and HD was several times higher than in those without pathology of the urinary system. The severity of the patients' condition was primarily due to the symptoms of damage to the respiratory system, but the degree of renal dysfunction is undoubtedly an important prognostic value. Thus, monitoring the state of individual nephron structures in patients with COVID-19 is of great importance, and emergency nephroprotective measures may be crucial in the fight against cytokine storm. © Nephrology (Saint-Petersburg) 2021.",2021,"Agranovich, N. V.; Tkachenko, L. I.; Knyshova, S. A.; Titorenko, M. V.; Lichacheva, A. P.",Nephrology (Saint-Petersburg),,#covidwho-1599945,,,,https://doi.org/10.36485/1561-6274-2021-25-6-71-75,244439855.0
7xw596gn,,WHO,The Decrease in Hospital Visits at Universitas Sebelas Maret Hospital Due to the Level of Stress and Fear of COVID 19,,,,unk,"Background: In the current COVID-19 pandemic, the number of hospital visits was significantly decreased. There was a decrease in the number of outpatient visits from 9911 patients in January to 5586 patients in May 2020 in UNS hospital. This study aims to know the association the level of stress, hospital service quality, and fear of COVID 19 with hospital visits at UNS Hospital. Research methods: The study was conducted at UNS Hospital in July 2020 using the questionnaire method. Research tools with hospital service quality questionnaire, stress level questionnaire, fear for COVID-19 scale. The patient group was divided into two, the on-time outpatient group, which always met the schedule visit doctor, and the loss of follow-up outpatient, which was a late schedule to the hospital. Statistical test using t-test and Mann Whitney test, p < 0,05. Results: The COVID-19 fear score (14.8 + 6.89) and the stress level (13.95 + 6.1) were higher in the out of follow-up outpatients compared to on-time outpatients. While the hospital service quality scores were quite right in all study groups and were not significantly different in the two groups (mean 21.70 + 2.08). The results showed that the lost follow-up outpatients were associated with COVID-19 fear scores (p = 0.001) and stress levels (p = 0.001), and were not related to hospital quality service levels. Conclusion: The level of stress and fear of COVID 19 decrease hospital visits at UNS Hospital.",2021,"Prabowo, N. A.; Apriningsih, H.; Dirgahayu, P.; Ardyanto, T. D.; Hanafi, M.; Indriani, A. T.; Dyanneza, F.; Kuncorowati, N. D. A.; Shofiyah, L.",Proceedings of the 4th International Conference on Sustainable Innovation 2020 - Health Science and Nursing,,#covidwho-1362977,,,,,234181968.0
sau63ydw,,PMC,Primary Care SIG,10.1111/j.1440-1843.2009.01503_13.x,PMC7169056,,no-cc,,2009-03-11,,Respirology,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7169056/,
sbr5h3y7,26f5343ee0c907b0ec289b289ec45dbac6f173d1,PMC,New Mental Health Wellness initiative launched,10.1038/s41415-021-3109-6,PMC8161709,34050281,no-cc,,2021-05-28,,Br Dent J,,,,document_parses/pdf_json/26f5343ee0c907b0ec289b289ec45dbac6f173d1.json,document_parses/pmc_json/PMC8161709.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8161709/,
sm5uahyx,ee8f941ceca220a5b6f07e740fefd8fcbadb61a3,Medline; PMC; WHO,Universally Stable and Precise CRISPR-LAMP Detection Platform for Precise Multiple Respiratory Tract Virus Diagnosis Including Mutant SARS-CoV-2 Spike N501Y,10.1021/acs.analchem.1c04065,PMC8672426,34818890.0,no-cc,"[Image: see text] Nowadays, rapid and accurate diagnosis of respiratory tract viruses is an urgent need to prevent another epidemic outbreak. To overcome this problem, we have developed a clustered, regularly interspaced short palindromic repeats (CRISPR) loop mediated amplification (LAMP) technology to detect influenza A virus, influenza B virus, respiratory syncytial A virus, respiratory syncytial B virus, and severe acute respiratory syndrome coronavirus 2, including variants of concern (B.1.1.7), which utilized CRISPR-associated protein 12a (Cas12a) to advance LAMP technology with the sensitivity increased 10 times. To reduce aerosol contamination in CRISPR-LAMP technology, an uracil-DNA-glycosylase-reverse transcription-LAMP system was also developed which can effectively remove dUTP-incorporated LAMP amplicons. In vitro Cas12a cleavage reaction with 28 crRNAs showed that there were no position constraints for Cas12a/CRISPR RNA (crRNA) recognition and cleavage in LAMP amplicons, and even the looped position of LAMP amplicons could be effectively recognized and cleaved. Wild-type or spike N501Y can be detected with a limit of detection of 10 copies/μL (wild-type) even at a 1% ratio level on the background (spike N501Y). Combining UDG-RT-LAMP technology, CRISPR-LAMP design, and mutation detection design, we developed a CRISPR-LAMP detection platform that can precisely diagnose pathogens with better stability and significantly improved point mutation detection efficiency.",2021-11-25,"Zhang, Tong; Zhao, Wei; Zhao, Wang; Si, Yuying; Chen, Nianzhen; Chen, Xi; Zhang, Xinlian; Fan, Lieying; Sui, Guodong",Anal Chem,,,,document_parses/pdf_json/ee8f941ceca220a5b6f07e740fefd8fcbadb61a3.json,document_parses/pmc_json/PMC8672426.xml.json,https://doi.org/10.1021/acs.analchem.1c04065; https://www.ncbi.nlm.nih.gov/pubmed/34818890/,244678467.0
ybyblr1i,f2fd159a44a68e7b21122a3f6ae0b2ee20ce04f5,PMC,Effects of two formulations containing Phyllanthus emblica and Tinospora cordifolia with and without Ocimum sanctum in immunocompromised mice,10.1016/j.jaim.2021.06.021,PMC8642715,34799208,cc-by,"BACKGROUND: Current pandemic has led us to explore the role of traditional system of medicine to look for formulations that enhance immunity. OBJECTIVE: The obejctive of this experimental study was to evaluate the immunomodulatory effects of two formulations, Tinospora cordifolia (Tc) and Phyllanthus emblica (Pe) with and without coating of Ocimum sanctum (Os). MATERIALS AND METHODS: After obtaining Institutional Animal Ethics Committee approval, present experimental study was conducted to evaluate the immunomodulatory effects of plant drug formulations against infection induced in mice subjected to major surgical stress. Hemisplenectomy was selected to induce major stress and the procedure for hemisplenectomy was standardized. A model of secondary fungal infection after hemisplenectomy was established followed by the treatment of mice with plant drugs and controls. They were subjected to hemisplenectomy or sham operation and 10(5) C. albicans were injected intravenously. The therapy continued for next 14 days. Kidneys were isolated to estimate fungal load. Fungal load of the kidneys was estimated on post-operative Day 15. RESULTS: The test formulations Tc + Pe and Tc + Pe + Os showed significant reduction in the fungal burden of kidneys as compared to hemisplenectomized control group. However, Tc alone exerted better degree of protection as compared to Tc + Pe and Tc + Pe + Os. CONCLUSION: The formulations, Tc + Pe and Tc + Pe + Os that were developed on the basis of theoretical concepts were not found to be superior to Tc. Though the individual ingredients have been shown to possess immunnostimulant activities, in combination, Pe and Os blunted the effects of Tc. The basis for this drug interaction needs further exploration. Thus, the current experimental study validates immunomodulatory role of Tc. However, the addition of Pe with bhavana of Os does not lead to any augmentation of immunomodulatory activity of Tc. This study also underlines the need to generate data on Ayurveda formulations to understand the rationality of the multi-ingredient Ayurvedic formulations.",2021-11-17,"Malve, Harshad; More, Dipti; More, Ashwini",J Ayurveda Integr Med,,,,document_parses/pdf_json/f2fd159a44a68e7b21122a3f6ae0b2ee20ce04f5.json,document_parses/pmc_json/PMC8642715.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8642715/,
kf7bye4p,,Medline,SARS-CoV-2 infection testing at delivery: a clinical and epidemiological priority.,10.1080/14767058.2020.1788532,,32660281,unk,"BACKGROUND Universal testing has been suggested as a useful strategy for a safe exit from the total lockdown, without recurrence of COVID-19 epidemic, delivering women being considered a sentinel population. Further universal testing for pregnant women may be useful in order to define appropriate access to COVID19 areas, dedicated neonatal care, and personal protective equipment. METHODS During the period 10-26 April, all consecutive women admitted for delivery at the Maternity Hospitals of the city of Milan and in six provinces of Lombardy: Brescia, Como, Lecco Monza, Pavia, and Sondrio. areas were tested with nasopharyngeal swabs. Results and conclusion: Out of 1566 women, 49 were tested positive for SARS-Cov-2 (3.1%, 95% Confidence Interval (CI) 2.3-4.0). This value is largely higher than Heath Authorities estimate. Of tested positive women, 22 (44.9%) had symptoms or reported close contacts with positive patients, that is were found at risk by the itemized questionnaire. In conclusion, routine estimate of frequency of positivity among delivering women can be consider a useful methods to monitor positivity at least in females in their fertile ages.",2020-07-13,"Ferrazzi, Enrico; Beretta, Paolo; Bianchi, Stefano; Cetin, Irene; Guarnerio, Paolo; Locatelli, Anna; Marconi, Anna Maria; Meroni, Mario Giuseppe; Pavone, Giulia; Pintucci, Armando; Prefumo, Federico; Savasi, Valeria; Spinillo, Arsenio; Tassis, Beatrice; Vergani, Patrizia; Vignali, Michele; Parazzini, Fabio; La Vecchia, Carlo","The journal of maternal-fetal & neonatal medicine : the official journal of the European Association of Perinatal Medicine, the Federation of Asia and Oceania Perinatal Societies, the International Society of Perinatal Obstetricians",,,,,,https://doi.org/10.1080/14767058.2020.1788532; https://www.ncbi.nlm.nih.gov/pubmed/32660281/,220521998.0
8w99op35,,Medline,"Brief encounters that last a lifetime: an immigrant neurosurgeon's reflections on American exceptionalism, George Floyd, sunlight, and race.",10.3171/2020.7.jns202686,,32764184,unk,,2020-08-07,"Morcos, Jacques J",Journal of neurosurgery,,,,,,https://doi.org/10.3171/2020.7.jns202686; https://www.ncbi.nlm.nih.gov/pubmed/32764184/,221074130.0
8z49yd2f,c018b10f18d21d5435541cb1b273156861407b36,PMC,Il recettore AT2: gli effetti,10.1007/978-88-470-0567-9_6,PMC7121689,,no-cc,"La dimostrazione che anche i recettori AT2 producono effetti importanti, ed in linea di massima opposti a quelli prodotti dai recettori AT1, è arrivata solo in questi ultimi anni (de Gasparo e coll. 2000; Stoll e Unger 2001), quando con metodiche di tipo diverso è stato accertato che questi effetti sono molteplici, perché interessano i livelli pressori e l’attività miocardica, i processi proliferativi e l’apoptosi, la funzione renale, alcune funzioni del SNC ed alcuni parametri metabolici, in pratica tutti i fattori dai quali dipende la omeostasi (Unger 1999; Carey e coll. 2005a eb) (Tabella 4). [Figure: see text]",2007,,I recettori dell&#x02019;angiotensina,,,,document_parses/pdf_json/c018b10f18d21d5435541cb1b273156861407b36.json,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7121689/,
dozqofrm,bc3f325369810a3014f5ddaf1d91f6461f461ca8,Elsevier; PMC,Choice behavior of commuters' rail transit mode during the COVID-19 pandemic based on logistic model,10.1016/j.jtte.2020.07.002,PMC7501797,,els-covid,"To understand whether commuters will take rail transit during the COVID-19 pandemic, a logistic regression model was constructed from three aspects of personal attributes, travel attributes and perception of COVID-19 based on 559 valid questionnaires. The results show that: occupation, commuting tools before the COVID-19 pandemic, walking time from residence to the nearest subway station, the possibility of being infected in private car and the possibility of being infected in public transport have significant influence on the commuters’ choice of rail transit. Self-employed people and freelancers, commuters who used non-public transport before the COVID-19 pandemic, and commuters who take longer to walk from their residences to the nearest subway station are less likely to commute by rail transit during the COVID-19 pandemic. Commuters who think that the risk of being infected with the virus in public transport is higher have a lower probability of choosing rail transit. The confidence in bus/subway/taxi/taxi-hailing of commuters who do not choose to commute by rail transit during the COVID-19 pandemic is not high. The study of this paper can provide reference for the formulation of urban rail transit control measures during the COVID-19 pandemic, so as to formulate more perfect measures to ensure the safety of the returning workers.",2020-09-19,"Tan, Limin; Ma, Changxi",,,,,document_parses/pdf_json/bc3f325369810a3014f5ddaf1d91f6461f461ca8.json,,https://api.elsevier.com/content/article/pii/S2095756420301197; https://www.sciencedirect.com/science/article/pii/S2095756420301197?v=s5,221796392.0
nhdr14ba,,WHO,Palliative care education in the Asia Pacific: Challenges and progress towards palliative care development,10.1080/09699260.2021.1976951,,,unk,,2021,"Mills, J.; Kim, S. H.; Chan, H. Y. L.; Ho, M. H.; Montayre, J.; Liu, M. F.; Lin, C. C.",Progress in Palliative Care,,#covidwho-1488079,,,,https://doi.org/10.1080/09699260.2021.1976951,238423686.0
jpyljl0d,,Medline,COVID-19: making the right diagnosis.,10.1515/dx-2020-0063,,32651978,cc-by,"The commentary below was written by Dr. Gordon Schiff and Maria Mirica for the PRIDE (Primary Care Research in Diagnostic Errors) project, an initiative of the Betsy Lehman Center for Patient Safety and Brigham and Women's Hospital Center for Patient Safety Research and Practice with support from the Gordon and Betty Moore Foundation. It highlights some of the key issues related to diagnostic accuracy issues for COVID-19 and beyond.",2020-07-13,"Schiff, Gordon; Mirica, Maria",Diagnosis,,,,,,https://doi.org/10.1515/dx-2020-0063; https://www.ncbi.nlm.nih.gov/pubmed/32651978/,220490526.0
x5kqmb2c,c8db45f1324d67bbc722c0f8cfcea8ce6ded1bba,Medline; PMC,Beyond A single stimulus: How to leverage the federal government to advance clean energy innovation?,10.1016/j.isci.2022.104366,PMC9127172,35620428.0,cc-by-nc-nd,"There is a critical need to accelerate and improve the innovation process for clean energy technologies. In order to stem the most-dire effects of the climate crisis, there will need to be increased research, development, demonstration, commercialization, deployment, and adoption of clean energy technologies. The innovation process for energy technologies is especially challenging compared with other technological sectors, and can be strengthened through better use of the unique capabilities of the federal government. Recently, the focus of efforts to enhance clean energy innovation has been on what a stimulus bill and/or single piece of legislation can achieve. However, the federal government possesses numerous other means for strengthening the energy innovation process: (1) taking on a greater quantity of risk in the federal government’s RD&D portfolio; (2) extending the federal government’s support for clean energy technologies through its purchasing power; (3) drawing on the full scope of the federal government; and (4) putting energy innovation in the context of societal transformations. Insights on how to draw on the federal government’s resources to support clean energy innovation through these means are described and discussed with an eye toward applicability and actionable steps.",2022-05-10,"Heard, Brent R.; Kerxhalli-Kleinfield, Michaela; Holmes, K. John",iScience,,,,document_parses/pdf_json/c8db45f1324d67bbc722c0f8cfcea8ce6ded1bba.json,document_parses/pmc_json/PMC9127172.xml.json,https://doi.org/10.1016/j.isci.2022.104366; https://www.ncbi.nlm.nih.gov/pubmed/35620428/,248710179.0
a47gowbo,,WHO,Psychosocial factors associated with symptoms of generalized anxiety disorder in general practitioners during the COVID-19 pandemic,,,,unk,"Healthcare providers commonly experience symptoms of anxiety during public health crises and pandemics. The objective of the study was to identify the frequency of symptoms of generalized anxiety disorder (GAD) in general practitioners and to estimate the association with particular psychosocial and demographic factors. This is a cross-sectional study, where a total of 531 general practitioners completed an online form that contained sociodemographic variables, questions about fear and perceptions concerning medical work during the COVID-19 pandemic, 7-Item Generalized Anxiety Disorder Scale (GAD-7), questionnaire on psychosomatic problems and Fear of COVID-19 Scale. The presence of symptoms of GAD was defined by a GAD-7 score of 10 or more points. Voluntary and anonymous participation, acceptance of terms, and informed consent were requested. A p value of <0.05 was considered statistically significant. Symptoms of GAD were identified in 4 out of 10 Colombian general practitioners; the following psychosocial and demographic factors were associated with a greater presence of these symptoms: female gender, social discrimination, anguish, job disappointment, nightmares, stress and other symptoms of fear regarding the pandemic. Conversely, feeling protected by the state or employer, being satisfied with their job as a physician, and trusting government measures and information were associated with a lower presence of symptoms of GAD. These findings highlight the importance of timely psychotherapeutic and psychopharmacological interventions in these individuals. The authors suggest mental health providers should be deployed during times of crisis to decrease the risk of developing mental illness.",2020,"Monterrosa-Castro, Alvaro; Redondo-Mendoza, Velia; Mercado-Lara, María",J Investig Med,,#694415,,,,,220964170.0
2o52jelg,,Medline,"Covid-19 pandemic, recovery, dark realities of healthcare and road ahead.",10.1177/00369330211009710,,33882741,unk,,2021-05-01,"Nabi, Ghulam",Scottish medical journal,,,,,,https://doi.org/10.1177/00369330211009710; https://www.ncbi.nlm.nih.gov/pubmed/33882741/,233352321.0
pf05pid5,,WHO,"COVID-19 impact on perinatal care: risk factors, clinical manifestation and prophylaxis. Polish experts' opinion for December 2020",,,,unk,"Rapid spread of severe acute respiratory syndrome coranovirus-2 virus (SARS-CoV-2) caused the pandemic of Coronavirus Disease 19 (COVID-19). Clinical course of the disease presents symptoms mainly from the respiratory system such as: cough, dyspnea and fever, and among some patients, can deteriorate even further to acute respiratory distress syndrome (ARDS), eventually leading to death. This outbreak, as well as previous ones (SARS, MERS) pose a significant challenge for health care managers, epidemiologists and physicians. Below we are presenting the clinical profile of the COVID-19 among special group of patients; pregnant women and newborns, who require special clinical management during hospitalization. In the summary of this manuscript, we present practical guidelines for managing pregnant women infected with SARS-CoV-2, labor and care of the newborn of a positive mother, as well as practical guidelines for COVID-19 vaccinations. It is important to stress, that this manuscript is based on information available as of December 2020.",2021,"Kalinka, Jaroslaw; Wielgos, Miroslaw; Leszczynska-Gorzelak, Bozena; Piekarska, Anna; Huras, Hubert; Sieroszewski, Piotr; Czajkowski, Krzysztof; Wysocki, Jacek; Lauterbach, Ryszard; Helwich, Ewa; Mazela, Jan",Ginekol Pol,,#1082232,,,,,231798860.0
pble36zu,,WHO,Impact of the Early Phase of the COVID-19 Pandemic on US Healthcare Workers: Results from the HERO Registry,,,,unk,"BACKGROUND: The HERO registry was established to support research on the impact of the COVID-19 pandemic on US healthcare workers. OBJECTIVE: Describe the COVID-19 pandemic experiences of and effects on individuals participating in the HERO registry. DESIGN: Cross-sectional, self-administered registry enrollment survey conducted from April 10 to July 31, 2020. SETTING: Participants worked in hospitals (74.4%), outpatient clinics (7.4%), and other settings (18.2%) located throughout the nation. PARTICIPANTS: A total of 14,600 healthcare workers. MAIN MEASURES: COVID-19 exposure, viral and antibody testing, diagnosis of COVID-19, job burnout, and physical and emotional distress. KEY RESULTS: Mean age was 42.0 years, 76.4% were female, 78.9% were White, 33.2% were nurses, 18.4% were physicians, and 30.3% worked in settings at high risk for COVID-19 exposure (e.g., ICUs, EDs, COVID-19 units). Overall, 43.7% reported a COVID-19 exposure and 91.3% were exposed at work. Just 3.8% in both high- and low-risk settings experienced COVID-19 illness. In regression analyses controlling for demographics, professional role, and work setting, the risk of COVID-19 illness was higher for Black/African-Americans (aOR 2.32, 99% CI 1.45, 3.70, p < 0.01) and Hispanic/Latinos (aOR 2.19, 99% CI 1.55, 3.08, p < 0.01) compared with Whites. Overall, 41% responded that they were experiencing job burnout. Responding about the day before they completed the survey, 53% of participants reported feeling tired a lot of the day, 51% stress, 41% trouble sleeping, 38% worry, 21% sadness, 19% physical pain, and 15% anger. On average, healthcare workers reported experiencing 2.4 of these 7 distress feelings a lot of the day. CONCLUSIONS: Healthcare workers are at high risk for COVID-19 exposure, but rates of COVID-19 illness were low. The greater risk of COVID-19 infection among race/ethnicity minorities reported in the general population is also seen in healthcare workers. The HERO registry will continue to monitor changes in healthcare worker well-being during the pandemic. TRIAL REGISTRATION: ClinicalTrials.gov identifier NCT04342806.",2021,"Forrest, Christopher B; Xu, Haolin; Thomas, Laine E; Webb, Laura E; Cohen, Lauren W; Carey, Timothy S; Chuang, Cynthia H; Daraiseh, Nancy M; Kaushal, Rainu; McClay, James C; Modave, François; Nauman, Elizabeth; Todd, Jonathan V; Wallia, Amisha; Bruno, Cortney; Hernandez, Adrian F; O039,; Brien, Emily C",J. gen. intern. med,,#1126603,,,,,232173066.0
or6twjuz,,WHO,Effects of COVID 19 pandemic in daily life,,,,unk,,2020,"Haleem, Abid; Javaid, Mohd; Vaishya, Raju",,,#30745,,,,,214806980.0
8tgtxp2p,,Medline,Hiatal Hernia Cruroplasty with a Running Barbed Suture Compared to Interrupted Suture Repair.,,,27670546.0,unk,,2016,"Wade, Alex; Dugan, Adam; Plymale, Margaret A; Hoskins, James; Zachem, Amanda; Roth, John Scott",The American surgeon,,,,,,https://www.ncbi.nlm.nih.gov/pubmed/27670546/,3700341.0
f7rrmvex,,WHO,Why the United Nations is not the ideal forum for business and human rights: The UNGPs and the right to COVID-19 vaccine access in the global south,10.1017/bhj.2021.27,,,unk,,2021,"Santoro, M. A.",Business and Human Rights Journal,,#covidwho-1297278,,,,https://doi.org/10.1017/bhj.2021.27,236970957.0
r1fd2kqh,5847725683dfa8d2f6ef0084a25d6e189454c63b,Elsevier; Medline; PMC,"Investigating mediated effects of fear of COVID-19 and COVID-19 misunderstanding in the association between problematic social media use, psychological distress, and insomnia",10.1016/j.invent.2020.100345,PMC7449889,32868992.0,els-covid,"Introduction Due to the serious situation of the novel coronavirus disease 2019 (COVID-19) worldwide, many countries have implemented policies to minimize the spread of COVID-19 infection. However, some of these policies prevent people from physical contact. Consequently, many individuals may rely on social media to obtain information concerning COVID-19. Unfortunately, social media use (especially problematic social media use) may give rise to psychological distress. Therefore, this study thus examined potential psychopathology to explain the association between problematic social media use, psychological distress, and insomnia. Methods Utilizing an online survey, a sample of Iranian young adults (n=1078 with 628 males; mean age=26.24 years [SD±7.41]) completed questions and psychometric scales concerning psychological distress, insomnia, problematic social media use, fear of COVID-19, and COVID-19 misunderstanding. Results Problematic social media use was significantly associated with psychological distress both directly and indirectly. The indirect effects were through fear of COVID-19 (unstandardized coefficient [B]=0.177; Bootstrapping SE=0.026) and COVID-19 misunderstanding (B=0.060; Bootstrapping SE=0.014). Problematic social media use was significantly associated with insomnia both directly and indirectly. The indirect effect was through fear of COVID-19 (B=0.062; Bootstrapping SE=0.019) but not COVID-19 misunderstanding (B=0.012; Bootstrapping SE=0.014). Discussion/Conclusion Due to the pressure of the COVID-19 outbreak, individuals are highly likely to develop psychological distress and insomnia. Apart from developing appropriate health policies to minimize the spread of COVID-19 infection, healthcare providers should design appropriate online campaigns to eliminate people’s fear of COVID-19 and to diminish misunderstanding concerning COVID-19.",2020-08-27,"Lin, Chung-Ying; Broström, Anders; Griffiths, Mark D.; Pakpour, Amir H.",Internet Interv,,,,document_parses/pdf_json/5847725683dfa8d2f6ef0084a25d6e189454c63b.json,,https://api.elsevier.com/content/article/pii/S2214782920301111; https://www.sciencedirect.com/science/article/pii/S2214782920301111?v=s5; https://doi.org/10.1016/j.invent.2020.100345; https://www.ncbi.nlm.nih.gov/pubmed/32868992/,221324043.0
